"","aka","date","page_number","partof_title"
"469","http://www.loc.gov/resource/sn83025582/1770-06-15/ed-1/?sp=1","1770-06-15",1,"the new-hampshire gazette and historical chronicle (portsmouth, n.h.) 1763-1776"
"470","http://www.loc.gov/resource/sn83025582/1769-12-01/ed-1/?sp=2","1769-12-01",2,"the new-hampshire gazette and historical chronicle (portsmouth, n.h.) 1763-1776"
"471","http://www.loc.gov/resource/sn84024739/1776-05-25/ed-1/?sp=2","1776-05-25",2,"the virginia gazette (williamsburg [va.]) 1736-1781"
"472","http://www.loc.gov/resource/sn84024741/1768-03-24/ed-1/?sp=3","1768-03-24",3,"the virginia gazette (williamsburg, va.) 1766-1776"
"473","http://www.loc.gov/resource/sn84024739/1776-01-13/ed-1/?sp=4","1776-01-13",4,"the virginia gazette (williamsburg [va.]) 1736-1781"
"474","http://www.loc.gov/resource/sn84024739/1776-05-11/ed-1/?sp=4","1776-05-11",4,"the virginia gazette (williamsburg [va.]) 1736-1781"
"475","http://www.loc.gov/resource/sn84024739/1769-11-23/ed-1/?sp=1","1769-11-23",1,"the virginia gazette (williamsburg [va.]) 1736-1781"
"476","http://www.loc.gov/resource/sn84024739/1768-11-24/ed-1/?sp=1","1768-11-24",1,"the virginia gazette (williamsburg [va.]) 1736-1781"
"477","http://www.loc.gov/resource/sn84024741/1771-07-18/ed-1/?sp=2","1771-07-18",2,"the virginia gazette (williamsburg, va.) 1766-1776"
"478","http://www.loc.gov/resource/sn84024741/1774-11-10/ed-1/?sp=1","1774-11-10",1,"the virginia gazette (williamsburg, va.) 1766-1776"
"479","http://www.loc.gov/resource/sn84024741/1774-06-09/ed-1/?sp=6","1774-06-09",6,"the virginia gazette (williamsburg, va.) 1766-1776"
"480","http://www.loc.gov/resource/sn84024741/1774-06-23/ed-1/?sp=2","1774-06-23",2,"the virginia gazette (williamsburg, va.) 1766-1776"
"481","http://www.loc.gov/resource/sn84024741/1773-09-23/ed-1/?sp=2","1773-09-23",2,"the virginia gazette (williamsburg, va.) 1766-1776"
"482","http://www.loc.gov/resource/sn84024741/1774-05-19/ed-1/?sp=3","1774-05-19",3,"the virginia gazette (williamsburg, va.) 1766-1776"
"483","http://www.loc.gov/resource/sn84024741/1768-07-28/ed-1/?sp=2","1768-07-28",2,"the virginia gazette (williamsburg, va.) 1766-1776"
"484","http://www.loc.gov/resource/sn84024741/1768-04-28/ed-1/?sp=1","1768-04-28",1,"the virginia gazette (williamsburg, va.) 1766-1776"
"485","http://www.loc.gov/resource/sn84024739/1776-04-06/ed-1/?sp=3","1776-04-06",3,"the virginia gazette (williamsburg [va.]) 1736-1781"
"486","http://www.loc.gov/resource/sn84024739/1775-06-03/ed-1/?sp=1","1775-06-03",1,"the virginia gazette (williamsburg [va.]) 1736-1781"
"487","http://www.loc.gov/resource/sn84024741/1771-02-14/ed-1/?sp=2","1771-02-14",2,"the virginia gazette (williamsburg, va.) 1766-1776"
"488","http://www.loc.gov/resource/sn84024741/1768-04-21/ed-1/?sp=1","1768-04-21",1,"the virginia gazette (williamsburg, va.) 1766-1776"
"489","http://www.loc.gov/resource/sn84024741/1768-09-29/ed-1/?sp=1","1768-09-29",1,"the virginia gazette (williamsburg, va.) 1766-1776"
"490","http://www.loc.gov/resource/sn83021194/1774-08-25/ed-1/?sp=1","1774-08-25",1,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"491","http://www.loc.gov/resource/sn83021194/1772-10-08/ed-1/?sp=2","1772-10-08",2,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"492","http://www.loc.gov/resource/sn83021194/1772-12-10/ed-1/?sp=2","1772-12-10",2,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"493","http://www.loc.gov/resource/sn83021194/1772-12-04/ed-1/?sp=2","1772-12-04",2,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"494","http://www.loc.gov/resource/sn83021194/1773-01-21/ed-1/?sp=3","1773-01-21",3,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"495","http://www.loc.gov/resource/sn83021194/1773-01-14/ed-1/?sp=3","1773-01-14",3,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"496","http://www.loc.gov/resource/sn83021194/1773-02-18/ed-1/?sp=2","1773-02-18",2,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"497","http://www.loc.gov/resource/sn83021194/1773-01-28/ed-1/?sp=1","1773-01-28",1,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"498","http://www.loc.gov/resource/sn83021193/1771-12-19/ed-1/?sp=2","1771-12-19",2,"the massachusetts spy (boston [mass.]) 1770-1772"
"499","http://www.loc.gov/resource/sn83021193/1772-02-13/ed-1/?sp=2","1772-02-13",2,"the massachusetts spy (boston [mass.]) 1770-1772"
"500","http://www.loc.gov/resource/sn83021193/1771-05-23/ed-1/?sp=2","1771-05-23",2,"the massachusetts spy (boston [mass.]) 1770-1772"
"501","http://www.loc.gov/resource/sn83021193/1772-07-23/ed-1/?sp=2","1772-07-23",2,"the massachusetts spy (boston [mass.]) 1770-1772"
"502","http://www.loc.gov/resource/sn83021194/1773-01-14/ed-1/?sp=2","1773-01-14",2,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"503","http://www.loc.gov/resource/sn83021194/1773-11-18/ed-1/?sp=3","1773-11-18",3,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"504","http://www.loc.gov/resource/sn83021193/1772-07-09/ed-1/?sp=2","1772-07-09",2,"the massachusetts spy (boston [mass.]) 1770-1772"
"505","http://www.loc.gov/resource/sn83025582/1775-07-11/ed-1/?sp=2","1775-07-11",2,"the new-hampshire gazette and historical chronicle (portsmouth, n.h.) 1763-1776"
"506","http://www.loc.gov/resource/sn83025582/1770-06-08/ed-1/?sp=1","1770-06-08",1,"the new-hampshire gazette and historical chronicle (portsmouth, n.h.) 1763-1776"
"507","http://www.loc.gov/resource/sn83025582/1774-12-16/ed-1/?sp=1","1774-12-16",1,"the new-hampshire gazette and historical chronicle (portsmouth, n.h.) 1763-1776"
"508","http://www.loc.gov/resource/sn83025582/1774-10-14/ed-1/?sp=2","1774-10-14",2,"the new-hampshire gazette and historical chronicle (portsmouth, n.h.) 1763-1776"
"509","http://www.loc.gov/resource/sn83025582/1775-01-13/ed-1/?sp=1","1775-01-13",1,"the new-hampshire gazette and historical chronicle (portsmouth, n.h.) 1763-1776"
"510","http://www.loc.gov/resource/sn83025582/1775-05-05/ed-1/?sp=2","1775-05-05",2,"the new-hampshire gazette and historical chronicle (portsmouth, n.h.) 1763-1776"
"511","http://www.loc.gov/resource/sn83025582/1770-03-23/ed-1/?sp=1","1770-03-23",1,"the new-hampshire gazette and historical chronicle (portsmouth, n.h.) 1763-1776"
"512","http://www.loc.gov/resource/sn83025582/1774-09-30/ed-1/?sp=2","1774-09-30",2,"the new-hampshire gazette and historical chronicle (portsmouth, n.h.) 1763-1776"
"513","http://www.loc.gov/resource/sn83025582/1770-04-20/ed-1/?sp=2","1770-04-20",2,"the new-hampshire gazette and historical chronicle (portsmouth, n.h.) 1763-1776"
"514","http://www.loc.gov/resource/sn84024739/1774-06-02/ed-1/?sp=2","1774-06-02",2,"the virginia gazette (williamsburg [va.]) 1736-1781"
"515","http://www.loc.gov/resource/sn84024739/1775-03-18/ed-1/?sp=3","1775-03-18",3,"the virginia gazette (williamsburg [va.]) 1736-1781"
"516","http://www.loc.gov/resource/sn84024739/1776-05-04/ed-1/?sp=1","1776-05-04",1,"the virginia gazette (williamsburg [va.]) 1736-1781"
"517","http://www.loc.gov/resource/sn84024739/1768-08-25/ed-1/?sp=1","1768-08-25",1,"the virginia gazette (williamsburg [va.]) 1736-1781"
"518","http://www.loc.gov/resource/sn84024741/1774-12-15/ed-1/?sp=2","1774-12-15",2,"the virginia gazette (williamsburg, va.) 1766-1776"
"519","http://www.loc.gov/resource/sn84024741/1768-09-29/ed-1/?sp=2","1768-09-29",2,"the virginia gazette (williamsburg, va.) 1766-1776"
"520","http://www.loc.gov/resource/sn84024741/1768-09-01/ed-1/?sp=2","1768-09-01",2,"the virginia gazette (williamsburg, va.) 1766-1776"
"521","http://www.loc.gov/resource/sn84024739/1775-10-07/ed-1/?sp=3","1775-10-07",3,"the virginia gazette (williamsburg [va.]) 1736-1781"
"522","http://www.loc.gov/resource/sn84024741/1774-12-08/ed-1/?sp=2","1774-12-08",2,"the virginia gazette (williamsburg, va.) 1766-1776"
"523","http://www.loc.gov/resource/sn83021194/1774-01-27/ed-1/?sp=2","1774-01-27",2,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"524","http://www.loc.gov/resource/sn83021193/1772-08-27/ed-1/?sp=2","1772-08-27",2,"the massachusetts spy (boston [mass.]) 1770-1772"
"525","http://www.loc.gov/resource/sn83021194/1773-01-21/ed-1/?sp=2","1773-01-21",2,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"526","http://www.loc.gov/resource/sn83021194/1773-04-16/ed-1/?sp=2","1773-04-16",2,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"527","http://www.loc.gov/resource/sn83021194/1773-08-12/ed-1/?sp=2","1773-08-12",2,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"528","http://www.loc.gov/resource/sn83021194/1773-12-16/ed-1/?sp=3","1773-12-16",3,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"529","http://www.loc.gov/resource/sn83021194/1774-02-17/ed-1/?sp=4","1774-02-17",4,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"530","http://www.loc.gov/resource/sn83021194/1773-09-23/ed-1/?sp=2","1773-09-23",2,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"531","http://www.loc.gov/resource/sn83021194/1774-03-03/ed-1/?sp=4","1774-03-03",4,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"532","http://www.loc.gov/resource/sn83021194/1773-06-10/ed-1/?sp=2","1773-06-10",2,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"533","http://www.loc.gov/resource/sn83021194/1773-10-14/ed-1/?sp=3","1773-10-14",3,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"534","http://www.loc.gov/resource/sn83021194/1774-02-10/ed-1/?sp=3","1774-02-10",3,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"535","http://www.loc.gov/resource/sn83025582/1775-08-15/ed-1/?sp=1","1775-08-15",1,"the new-hampshire gazette and historical chronicle (portsmouth, n.h.) 1763-1776"
"536","http://www.loc.gov/resource/sn83025582/1771-05-24/ed-1/?sp=2","1771-05-24",2,"the new-hampshire gazette and historical chronicle (portsmouth, n.h.) 1763-1776"
"537","http://www.loc.gov/resource/sn83025582/1773-11-19/ed-1/?sp=1","1773-11-19",1,"the new-hampshire gazette and historical chronicle (portsmouth, n.h.) 1763-1776"
"538","http://www.loc.gov/resource/sn83025582/1771-02-08/ed-1/?sp=2","1771-02-08",2,"the new-hampshire gazette and historical chronicle (portsmouth, n.h.) 1763-1776"
"539","http://www.loc.gov/resource/sn83025582/1774-09-16/ed-1/?sp=2","1774-09-16",2,"the new-hampshire gazette and historical chronicle (portsmouth, n.h.) 1763-1776"
"540","http://www.loc.gov/resource/sn83025582/1774-10-28/ed-1/?sp=2","1774-10-28",2,"the new-hampshire gazette and historical chronicle (portsmouth, n.h.) 1763-1776"
"541","http://www.loc.gov/resource/sn83025582/1771-03-15/ed-1/?sp=2","1771-03-15",2,"the new-hampshire gazette and historical chronicle (portsmouth, n.h.) 1763-1776"
"542","http://www.loc.gov/resource/sn83025582/1770-04-27/ed-1/?sp=2","1770-04-27",2,"the new-hampshire gazette and historical chronicle (portsmouth, n.h.) 1763-1776"
"543","http://www.loc.gov/resource/sn84024741/1774-09-29/ed-1/?sp=3","1774-09-29",3,"the virginia gazette (williamsburg, va.) 1766-1776"
"544","http://www.loc.gov/resource/sn85047530/1776-07-10/ed-1/?sp=2","1776-07-10",2,"the pennsylvania journal, or, weekly advertiser (philadelphia, pa.) 1742-1793"
"545","http://www.loc.gov/resource/sn84024739/1775-04-29/ed-1/?sp=7","1775-04-29",7,"the virginia gazette (williamsburg [va.]) 1736-1781"
"546","http://www.loc.gov/resource/sn84024739/1776-05-04/ed-1/?sp=2","1776-05-04",2,"the virginia gazette (williamsburg [va.]) 1736-1781"
"547","http://www.loc.gov/resource/sn84024739/1772-01-16/ed-1/?sp=3","1772-01-16",3,"the virginia gazette (williamsburg [va.]) 1736-1781"
"548","http://www.loc.gov/resource/sn84024739/1772-03-05/ed-1/?sp=2","1772-03-05",2,"the virginia gazette (williamsburg [va.]) 1736-1781"
"549","http://www.loc.gov/resource/sn84024741/1768-03-17/ed-1/?sp=2","1768-03-17",2,"the virginia gazette (williamsburg, va.) 1766-1776"
"550","http://www.loc.gov/resource/sn84024741/1768-08-25/ed-1/?sp=2","1768-08-25",2,"the virginia gazette (williamsburg, va.) 1766-1776"
"551","http://www.loc.gov/resource/sn83030135/1776-07-11/ed-1/?sp=2","1776-07-11",2,"the new york packet, and the american advertiser (new york [n.y.]) 1776-1784"
"552","http://www.loc.gov/resource/sn84024739/1775-10-28/ed-1/?sp=3","1775-10-28",3,"the virginia gazette (williamsburg [va.]) 1736-1781"
"553","http://www.loc.gov/resource/sn84024739/1775-10-14/ed-1/?sp=3","1775-10-14",3,"the virginia gazette (williamsburg [va.]) 1736-1781"
"554","http://www.loc.gov/resource/sn84024739/1776-03-23/ed-1/?sp=2","1776-03-23",2,"the virginia gazette (williamsburg [va.]) 1736-1781"
"555","http://www.loc.gov/resource/sn84024739/1775-06-17/ed-1/?sp=2","1775-06-17",2,"the virginia gazette (williamsburg [va.]) 1736-1781"
"556","http://www.loc.gov/resource/sn84024739/1771-07-18/ed-1/?sp=1","1771-07-18",1,"the virginia gazette (williamsburg [va.]) 1736-1781"
"557","http://www.loc.gov/resource/sn83021194/1773-03-04/ed-1/?sp=2","1773-03-04",2,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"558","http://www.loc.gov/resource/sn83021194/1773-06-10/ed-1/?sp=3","1773-06-10",3,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"559","http://www.loc.gov/resource/sn83021194/1774-02-10/ed-1/?sp=2","1774-02-10",2,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"560","http://www.loc.gov/resource/sn83021194/1774-08-18/ed-1/?sp=2","1774-08-18",2,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"561","http://www.loc.gov/resource/sn83025582/1775-11-02/ed-1/?sp=2","1775-11-02",2,"the new-hampshire gazette and historical chronicle (portsmouth, n.h.) 1763-1776"
"562","http://www.loc.gov/resource/sn83025582/1775-05-05/ed-1/?sp=1","1775-05-05",1,"the new-hampshire gazette and historical chronicle (portsmouth, n.h.) 1763-1776"
"563","http://www.loc.gov/resource/sn83025582/1770-06-15/ed-1/?sp=2","1770-06-15",2,"the new-hampshire gazette and historical chronicle (portsmouth, n.h.) 1763-1776"
"564","http://www.loc.gov/resource/sn84024739/1771-09-05/ed-1/?sp=3","1771-09-05",3,"the virginia gazette (williamsburg [va.]) 1736-1781"
"565","http://www.loc.gov/resource/sn83030135/1776-07-11/ed-1/?sp=4","1776-07-11",4,"the new york packet, and the american advertiser (new york [n.y.]) 1776-1784"
"566","http://www.loc.gov/resource/sn84024739/1773-05-27/ed-1/?sp=1","1773-05-27",1,"the virginia gazette (williamsburg [va.]) 1736-1781"
"567","http://www.loc.gov/resource/sn84024739/1773-06-17/ed-1/?sp=1","1773-06-17",1,"the virginia gazette (williamsburg [va.]) 1736-1781"
"568","http://www.loc.gov/resource/sn84024739/1775-01-28/ed-1/?sp=2","1775-01-28",2,"the virginia gazette (williamsburg [va.]) 1736-1781"
"569","http://www.loc.gov/resource/sn84024739/1775-07-22/ed-1/?sp=2","1775-07-22",2,"the virginia gazette (williamsburg [va.]) 1736-1781"
"570","http://www.loc.gov/resource/sn84024739/1775-11-04/ed-1/?sp=2","1775-11-04",2,"the virginia gazette (williamsburg [va.]) 1736-1781"
"571","http://www.loc.gov/resource/sn84024739/1776-02-17/ed-1/?sp=2","1776-02-17",2,"the virginia gazette (williamsburg [va.]) 1736-1781"
"572","http://www.loc.gov/resource/sn84024739/1774-10-27/ed-1/?sp=1","1774-10-27",1,"the virginia gazette (williamsburg [va.]) 1736-1781"
"573","http://www.loc.gov/resource/sn84024739/1775-08-26/ed-1/?sp=2","1775-08-26",2,"the virginia gazette (williamsburg [va.]) 1736-1781"
"574","http://www.loc.gov/resource/sn84024739/1776-04-20/ed-1/?sp=2","1776-04-20",2,"the virginia gazette (williamsburg [va.]) 1736-1781"
"575","http://www.loc.gov/resource/sn84024739/1768-08-25/ed-1/?sp=2","1768-08-25",2,"the virginia gazette (williamsburg [va.]) 1736-1781"
"576","http://www.loc.gov/resource/sn84024739/1771-05-23/ed-1/?sp=2","1771-05-23",2,"the virginia gazette (williamsburg [va.]) 1736-1781"
"577","http://www.loc.gov/resource/sn84024739/1771-10-31/ed-1/?sp=1","1771-10-31",1,"the virginia gazette (williamsburg [va.]) 1736-1781"
"578","http://www.loc.gov/resource/sn84024739/1772-01-23/ed-1/?sp=4","1772-01-23",4,"the virginia gazette (williamsburg [va.]) 1736-1781"
"579","http://www.loc.gov/resource/sn84024739/1769-04-27/ed-1/?sp=2","1769-04-27",2,"the virginia gazette (williamsburg [va.]) 1736-1781"
"580","http://www.loc.gov/resource/sn84024741/1774-10-27/ed-1/?sp=1","1774-10-27",1,"the virginia gazette (williamsburg, va.) 1766-1776"
"581","http://www.loc.gov/resource/sn84024741/1774-09-08/ed-1/?sp=2","1774-09-08",2,"the virginia gazette (williamsburg, va.) 1766-1776"
"582","http://www.loc.gov/resource/sn84024741/1774-10-06/ed-1/?sp=1","1774-10-06",1,"the virginia gazette (williamsburg, va.) 1766-1776"
"583","http://www.loc.gov/resource/sn84024741/1768-08-11/ed-1/?sp=2","1768-08-11",2,"the virginia gazette (williamsburg, va.) 1766-1776"
"584","http://www.loc.gov/resource/sn83021194/1774-07-07/ed-2/?sp=1","1774-07-07",1,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"585","http://www.loc.gov/resource/sn83021194/1774-07-07/ed-1/?sp=1","1774-07-07",1,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"586","http://www.loc.gov/resource/sn83021194/1774-12-16/ed-1/?sp=2","1774-12-16",2,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"587","http://www.loc.gov/resource/sn83021194/1774-12-16/ed-1/?sp=3","1774-12-16",3,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"588","http://www.loc.gov/resource/sn83025582/1770-05-04/ed-1/?sp=2","1770-05-04",2,"the new-hampshire gazette and historical chronicle (portsmouth, n.h.) 1763-1776"
"589","http://www.loc.gov/resource/sn84024739/1774-06-09/ed-1/?sp=1","1774-06-09",1,"the virginia gazette (williamsburg [va.]) 1736-1781"
"590","http://www.loc.gov/resource/sn84024739/1770-02-22/ed-1/?sp=2","1770-02-22",2,"the virginia gazette (williamsburg [va.]) 1736-1781"
"591","http://www.loc.gov/resource/sn84024741/1774-09-29/ed-1/?sp=1","1774-09-29",1,"the virginia gazette (williamsburg, va.) 1766-1776"
"592","http://www.loc.gov/resource/sn84024739/1774-05-12/ed-1/?sp=1","1774-05-12",1,"the virginia gazette (williamsburg [va.]) 1736-1781"
"593","http://www.loc.gov/resource/sn84024739/1773-01-14/ed-1/?sp=2","1773-01-14",2,"the virginia gazette (williamsburg [va.]) 1736-1781"
"594","http://www.loc.gov/resource/sn84024739/1771-08-22/ed-1/?sp=3","1771-08-22",3,"the virginia gazette (williamsburg [va.]) 1736-1781"
"595","http://www.loc.gov/resource/sn83021194/1774-03-17/ed-1/?sp=3","1774-03-17",3,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"596","http://www.loc.gov/resource/sn83021194/1774-01-13/ed-1/?sp=2","1774-01-13",2,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"597","http://www.loc.gov/resource/sn83021194/1773-03-04/ed-1/?sp=3","1773-03-04",3,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"598","http://www.loc.gov/resource/sn83021194/1774-01-13/ed-1/?sp=1","1774-01-13",1,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"599","http://www.loc.gov/resource/sn83021194/1774-12-08/ed-1/?sp=1","1774-12-08",1,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"600","http://www.loc.gov/resource/sn83021194/1774-11-10/ed-1/?sp=1","1774-11-10",1,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"601","http://www.loc.gov/resource/sn83021194/1774-08-25/ed-1/?sp=2","1774-08-25",2,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"602","http://www.loc.gov/resource/sn83021194/1774-07-28/ed-1/?sp=3","1774-07-28",3,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"603","http://www.loc.gov/resource/sn83021194/1774-12-22/ed-1/?sp=2","1774-12-22",2,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"604","http://www.loc.gov/resource/sn83021194/1774-03-03/ed-1/?sp=2","1774-03-03",2,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"605","http://www.loc.gov/resource/sn83021194/1774-05-12/ed-1/?sp=3","1774-05-12",3,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"606","http://www.loc.gov/resource/sn83021194/1774-10-27/ed-1/?sp=3","1774-10-27",3,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"607","http://www.loc.gov/resource/sn83021194/1774-04-28/ed-1/?sp=3","1774-04-28",3,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"608","http://www.loc.gov/resource/sn83021194/1774-09-08/ed-1/?sp=2","1774-09-08",2,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"609","http://www.loc.gov/resource/sn84024739/1773-06-03/ed-1/?sp=2","1773-06-03",2,"the virginia gazette (williamsburg [va.]) 1736-1781"
"610","http://www.loc.gov/resource/sn84024739/1774-09-29/ed-1/?sp=2","1774-09-29",2,"the virginia gazette (williamsburg [va.]) 1736-1781"
"611","http://www.loc.gov/resource/sn84024739/1774-12-22/ed-1/?sp=2","1774-12-22",2,"the virginia gazette (williamsburg [va.]) 1736-1781"
"612","http://www.loc.gov/resource/sn84024739/1771-08-15/ed-1/?sp=2","1771-08-15",2,"the virginia gazette (williamsburg [va.]) 1736-1781"
"613","http://www.loc.gov/resource/sn84024739/1774-11-10/ed-1/?sp=3","1774-11-10",3,"the virginia gazette (williamsburg [va.]) 1736-1781"
"614","http://www.loc.gov/resource/sn84024739/1771-06-20/ed-1/?sp=2","1771-06-20",2,"the virginia gazette (williamsburg [va.]) 1736-1781"
"615","http://www.loc.gov/resource/sn84024741/1774-09-22/ed-1/?sp=3","1774-09-22",3,"the virginia gazette (williamsburg, va.) 1766-1776"
"616","http://www.loc.gov/resource/sn84024741/1774-07-28/ed-1/?sp=3","1774-07-28",3,"the virginia gazette (williamsburg, va.) 1766-1776"
"617","http://www.loc.gov/resource/sn83021194/1774-09-22/ed-1/?sp=3","1774-09-22",3,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"618","http://www.loc.gov/resource/sn83021194/1774-06-30/ed-1/?sp=2","1774-06-30",2,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"619","http://www.loc.gov/resource/sn83021194/1774-08-18/ed-1/?sp=3","1774-08-18",3,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"620","http://www.loc.gov/resource/sn83021194/1774-10-06/ed-1/?sp=2","1774-10-06",2,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"621","http://www.loc.gov/resource/sn83021194/1774-08-25/ed-1/?sp=3","1774-08-25",3,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"622","http://www.loc.gov/resource/sn84024739/1771-07-04/ed-1/?sp=2","1771-07-04",2,"the virginia gazette (williamsburg [va.]) 1736-1781"
"623","http://www.loc.gov/resource/sn83021194/1774-07-07/ed-1/?sp=2","1774-07-07",2,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"624","http://www.loc.gov/resource/sn83021194/1774-10-06/ed-1/?sp=3","1774-10-06",3,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"625","http://www.loc.gov/resource/sn83021194/1774-11-10/ed-1/?sp=2","1774-11-10",2,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"626","http://www.loc.gov/resource/sn83021194/1774-09-15/ed-1/?sp=2","1774-09-15",2,"the massachusetts spy, or, thomas's boston journal (boston [mass.]) 1772-1775"
"627","http://www.loc.gov/resource/sn83025582/1770-03-09/ed-1/?sp=1","1770-03-09",1,"the new-hampshire gazette and historical chronicle (portsmouth, n.h.) 1763-1776"
"628","http://www.loc.gov/resource/sn83021193/1772-06-04/ed-1/?sp=1","1772-06-04",1,"the massachusetts spy (boston [mass.]) 1770-1772"
